"cruise","station","cast","rosette","abs_depth","no23_um","po4_um","DON_um","DOP_um","si_um"
"MT","14",1,12,100,0.00578662518501393,0.0932334248342382,4.5853344860787,0.140177000292008,1.34508961945735
"MT","14",1,10,105,0.0186962355851255,0.10004870401281,4.64465686265817,0.156577703451809,1.83114885913882
"MT","14",1,8,125,0.840043817739583,0.171748643086078,4.3052976996925,0.105986072070967,1.7483833845462
"MT","14",1,7,150,0.69656037599113,0.138254509175734,4.16451209556686,0.113216084484061,2.64504916763873
"MT","14",1,5,175,1.01906343756021,0.136435370897106,4.10480715621313,0.0988210111679422,2.23748909671874
"MT","14",1,4,200,1.54146191493776,0.16483212581334,4.19678078579265,NA,4.63240100597566
"MT","14",1,3,250,4.5963389925513,0.392072130750225,3.80321160438939,NA,6.97854413946878
"MT","14",1,2,500,27.0823590842431,2.00788009023605,3.07149198644669,NA,37.7608424534046
"MC","15",1,4,15,0,0.0316503638710284,NA,NA,NA
"MC","15",1,2,111,0,0.0998951945481243,NA,NA,NA
"MC","15",3,15,75,0,0.0528761306945359,NA,NA,1.36999811728757
"MC","15",3,14,80,0,0.0567341741671576,NA,NA,1.42700729083736
"MC","15",3,13,86,0,0.0654671097796035,NA,NA,1.40337773399378
"MC","15",3,12,91,0,0.0888745673344245,NA,NA,1.52479465593031
"MC","15",3,11,96,0,0.0739508177775391,NA,NA,1.66290138621994
"MC","15",3,10,100,0,0.0506928967914244,NA,NA,1.8421877811059
"MC","15",3,9,105,0,0.0517396527723683,NA,NA,NA
"MC","15",3,8,110,0.365065247599474,0.109690057698337,NA,NA,2.07871276271489
"MC","15",3,7,116,0.233059233795418,0.101355886269108,NA,NA,1.99463283472294
"MC","15",3,6,121,0.229652945481102,0.100189501033199,NA,NA,1.91416616420951
"MC","15",3,5,125,0.1245023062131,0.0747882225622942,NA,NA,1.98419453534059
"MC","15",3,4,131,0.146174198531716,0.0743495819607558,NA,NA,1.95769731383153
"MC","15",3,3,135,0.736153207870636,0.120476628854349,NA,NA,2.17541041523496
"MC","15",3,2,140,0.79820689498795,0.118861633912321,NA,NA,2.31844952874922
"MC","15",3,1,146,0.899506947465857,0.127584600420187,NA,NA,2.34288203169913
"MC","L1",4,NA,15,0,0.0114995592317765,NA,0.192102644485775,1.58695138115796
"MC","L1",4,NA,101,0.650913176835109,0.0921234224211903,NA,0.138744525106222,3.44783285570867
"MC","L1",6,18,15,0,0.0210654665398081,NA,NA,NA
"MC","L1",6,17,15,0,0.0223967413768963,NA,NA,NA
"MC","L1",6,16,15,0,0.0261556350345573,NA,NA,1.59325269106401
"MC","L1",6,NA,15,0,0.0210654665398081,NA,NA,NA
"MC","L1",6,15,45,0,0.0481608249887806,NA,NA,2.48442390752316
"MC","L1",6,14,75,0,0.101255197903241,NA,NA,3.03909139917894
"MC","L1",6,13,100,0,0.136847222224218,NA,NA,NA
"MC","L1",6,8,109,0.387194357600217,0.135046085679922,NA,NA,4.02428250019254
"MC","L1",6,NA,109,0,0.135046085679922,NA,NA,NA
"MC","L1",6,5,125,2.45475970647372,0.260538316646623,NA,NA,5.09626992537117
"MC","L1",6,4,150,5.13798450865277,0.407683341287141,NA,NA,6.01627759689771
"MC","L1",6,3,175,6.44049815773142,0.512157028585107,NA,NA,6.90553587640627
"MC","L1",6,2,250,11.0354768642033,0.824224035249867,NA,NA,11.8441709875243
"MC","L1",6,1,400,21.4978944078891,1.47001917021847,NA,NA,28.813594086
"MC","L1",9,NA,15,0,0.0248644402442983,NA,NA,NA
"MC","L1",9,NA,101,0.45983071015056,0.0660290565352053,NA,NA,4.93426210742521
"MC","L1",10,NA,15,0,0.0147386534089211,NA,NA,4.40458532561035
"MC","L1",10,NA,92,0.971392945929218,0.0938187630619591,NA,NA,3.3519989958516
"MC","L1",11,NA,15,0,0.0422483985064181,NA,NA,NA
"MC","L1",11,NA,111,0,0.137698386360993,NA,NA,NA
"MC","L1",13,NA,15,0,0.0258686583478644,NA,NA,NA
"MC","L1",13,NA,103,0,0.177585929434641,NA,NA,NA
"MC","L1",15,NA,15,0,0.0200234912768938,NA,0.197190976878396,3.29477968266247
"MC","L1",15,NA,101,0.751864988983146,0.0858476877685199,NA,0.132144179582961,4.94471993306929
"MC","L1",16,NA,15,0,0.0238454816407865,NA,NA,NA
"MC","L1",16,NA,116,0,0.151961107139396,NA,NA,NA
"MC","L1",17,NA,15,0,0.0149091320498234,NA,NA,5.33802376606428
"MC","L1",17,NA,101,0.615116604820608,0.0903091105073851,NA,NA,3.45332764545387
"MC","L1",18,NA,15,0,0.023418366175163,NA,NA,NA
"MC","L1",18,NA,112,0,0.149387485086503,NA,NA,NA
"MC","L1",19,NA,15,0,0.0232189993645097,NA,NA,NA
"MC","L1",19,NA,107,0,0.0241815719338733,NA,NA,NA
"MC","L1",22,NA,15,0,0.0242217406580159,NA,NA,NA
"MC","L1",22,NA,107,0,0.155151697000973,NA,NA,NA
"MC","L1",23,NA,15,0,0.0132353417573277,NA,0.186208193218374,1.54206433763745
"MC","L1",23,NA,101,0.323584573809653,0.0760226434702634,NA,0.128830239233965,5.73035669911091
"MC","L1",25,NA,15,0,0.0226551604164527,NA,NA,NA
"MC","L1",25,NA,110,0,0.154623656813573,NA,NA,NA
"MC","L1",26,NA,15,0,0.0231773538303071,NA,NA,NA
"MC","L1",26,NA,109,0,0.168588135226688,NA,NA,NA
"MC","L1",28,NA,15,0,0.0117165320474704,NA,NA,1.49647041154182
"MC","L1",28,NA,109,0,0.148182423362223,NA,NA,NA
"MC","L1",29,NA,15,0,0.00691213398567697,NA,NA,1.99552950958081
"MC","L1",29,NA,106,0,0.142798803848848,NA,NA,NA
"MC","L1",33,24,74,0,0.0336756352726513,NA,0.148740866632068,4.02868239300576
"MC","L1",33,23,80,0,0.0410128962438387,NA,0.151151436973478,4.68789958320991
"MC","L1",33,22,85,0,0.0476124434760753,NA,0.141367384508038,4.72318382000756
"MC","L1",33,21,90,0,0.0504536382814944,NA,0.134215905722507,3.36832893076915
"MC","L1",33,20,94,0,0.0675406835323304,NA,0.132712217521499,2.578
"MC","L1",33,19,99,0,0.07516704853635,NA,0.127968198295258,3.31061827227808
"MC","L1",33,15,104,0,0.0892334550993195,NA,0.132215758171264,2.8137085713431
"MC","L1",33,14,109,0.684565218182813,0.136237783195989,NA,0.114660166449265,3.04162081953942
"MC","L1",33,10,114,1.03190789324838,0.172874242529025,NA,0.114217077178435,3.57668533924881
"MC","L1",33,9,119,2.11263925233529,0.245080467004991,NA,0.101568244840999,3.63248227642203
"MC","L1",33,5,125,2.66939460898531,0.277809037342502,NA,0.105083888717848,4.13884097636384
"MC","L1",33,4,129,3.46261548774506,0.320616372410816,NA,0.083023215042523,4.139
"MC","L1",33,3,133,4.14367568461893,0.346735426411511,NA,0.086923838421582,4.41
"MC","L1",33,2,139,4.45073529788043,0.375994748355037,NA,0.0883550327678013,4.52397739157882
"MC","L1",33,1,145,4.78119463086635,0.394627004815838,NA,0.0734182782131889,4.69232506375742
"MC","L2",2,24,93,0,0.0698297302063902,NA,0.146844858165049,1.01722302552484
"MC","L2",2,23,98,0,0.0732197200158283,NA,0.146237621950366,1.07030386283794
"MC","L2",2,22,103,0,0.0774419827724938,NA,0.143927607473825,1.12293756915081
"MC","L2",2,21,108,0,0.0771983906903785,NA,0.171160567756072,1.17755142703613
"MC","L2",2,20,113,0,0.0781626093487516,NA,0.139232905658047,1.21415229319787
"MC","L2",2,19,118,0,0.0675765034468235,NA,0.135246076288338,1.28812053580746
"MC","L2",2,15,123,0.0858615376850866,0.0699109275670953,NA,0.139784226272171,1.31022158239029
"MC","L2",2,14,128,0.136322304707302,0.0725599914600994,NA,0.144189199834284,1.33973222840552
"MC","L2",2,10,133,0.118475231099638,0.0653435760274332,NA,0.136875475666732,1.34956911041059
"MC","L2",2,9,138,0.135344382865786,0.0786599431830704,NA,0.141337492635057,1.38316781128507
"MC","L2",2,5,143,0.0866438751582992,0.0758687839088324,NA,0.12763485975931,1.54119898428614
"MC","L2",2,4,148,0.022541098446939,0.0758992329190968,NA,0.129101652843548,1.5368992780608
"MC","L2",2,3,153,0.021612072697499,0.07937042008924,NA,0.111063127685084,1.56718149476213
"MC","L2",2,2,158,0.275822855399529,0.0841712140409294,NA,0.12421874935391,1.55305388859315
"MC","L2",2,1,163,0.291225124403403,0.0828111582491189,NA,0.120936052827463,1.54942985048893
"MC","L2",6,NA,15,0,0.0266411621555576,NA,0.217708471625439,2.09449307009845
"MC","L2",6,NA,125,0,0.0327270143577646,NA,0.16408394803243,1.89481620568207
"MC","L2",8,24,5,0,0.0373643197898071,NA,NA,1.53345992523456
"MC","L2",8,18,15,0,0.0353191149171018,NA,NA,NA
"MC","L2",8,16,15,0,0.0377576284191734,NA,NA,1.30553225719983
"MC","L2",8,15,15,0,0.0364203790793277,NA,NA,1.8850673851664
"MC","L2",8,NA,15,0,0.0377576284191734,NA,NA,NA
"MC","L2",8,14,75,0,0.0564791191770136,NA,NA,1.39488720954353
"MC","L2",8,13,100,0,0.0811395702382863,NA,NA,NA
"MC","L2",8,8,119,0,0.0831454442480549,NA,NA,2.12100116666568
"MC","L2",8,NA,119,0,0.0831454442480549,NA,NA,1.75342222760014
"MC","L2",8,5,125,0.171859439808989,0.0711888619153166,NA,NA,2.91801127012029
"MC","L2",8,4,150,0.118463382958318,0.0842073775473441,NA,NA,2.28641168924517
"MC","L2",8,3,175,0.373772397954693,0.0967145919611953,NA,NA,3.56869668052381
"MC","L2",8,2,250,1.13736518909242,0.146468133576044,NA,NA,2.75719548427911
"MC","L2",8,1,400,10.5645411496843,0.66972628905982,NA,NA,12.2941017465921
"MC","L2",11,NA,15,0,0.0340818044798543,NA,NA,NA
"MC","L2",11,NA,124,0,0.0342736409072379,NA,NA,2.97770337181057
"MC","L2",12,NA,15,0,0.0138552640878816,NA,NA,3.45276793820314
"MC","L2",12,NA,128,0,0.0387548921916092,NA,NA,1.7077570193026
"MC","L2",13,NA,15,0,0.0327312434631701,NA,NA,NA
"MC","L2",13,NA,112,0,0.0760683631455955,NA,NA,NA
"MC","L2",15,NA,15,0,0.0339626373313233,NA,NA,NA
"MC","L2",15,NA,118,0,0.075432805020097,NA,NA,NA
"MC","L2",17,NA,15,0,0.0108951349594863,NA,0.203001265667074,5.20619016580327
"MC","L2",17,NA,125,0,0.0329054712673193,NA,0.166945156323156,1.93499316295877
"MC","L2",18,NA,15,0,0.0344790283082908,NA,NA,NA
"MC","L2",18,NA,136,0,0.0769025331853122,NA,NA,NA
"MC","L2",19,NA,15,0,0.032969577760232,NA,NA,NA
"MC","L2",19,NA,128,0,0.0722947367754484,NA,NA,NA
"MC","L2",20,NA,15,0,0.01670690680843,NA,NA,2.93815742351138
"MC","L2",20,NA,128,0,0.0351064398184928,NA,NA,2.63714457512982
"MC","L2",21,NA,15,0,0.0560085598095507,NA,NA,NA
"MC","L2",21,NA,127,0,0.0682033313425522,NA,NA,NA
"MC","L2",24,NA,15,0,0.0307848467038311,NA,NA,NA
"MC","L2",24,NA,124,0,0.073605575409289,NA,NA,NA
"MC","L2",25,NA,15,0,0.0144286922436441,NA,0.196492621653532,2.90458050119289
"MC","L2",25,NA,122,0,0.0424826587467499,NA,0.136350387594564,2.19791589807836
"MC","L2",26,24,5,0,0.0394095246625123,NA,NA,1.29247040370108
"MC","L2",26,19,15,0,0.0372463272009971,NA,NA,NA
"MC","L2",26,17,15,0,0.0395275172513222,NA,NA,1.58769881755811
"MC","L2",26,NA,15,0,0.0372463272009971,NA,NA,NA
"MC","L2",26,16,45,0,0.03791495187092,NA,NA,1.72435955605959
"MC","L2",26,15,75,0,0.0464354655442303,NA,NA,2.35052925196912
"MC","L2",26,14,100,0,0.0829881207963083,NA,NA,2.12282043822735
"MC","L2",26,8,122,0,0.0855249614557215,NA,NA,NA
"MC","L2",26,5,122,0,0.0844040318620273,NA,NA,1.62017486218888
"MC","L2",26,NA,122,0,0.0855249614557215,NA,NA,NA
"MC","L2",26,4,150,0,0.0868032145011623,NA,NA,2.47196836521576
"MC","L2",26,3,175,0.241011710156578,0.0865947945991635,NA,NA,2.16270723859811
"MC","L2",26,2,250,1.08630338609315,0.14081584718075,NA,NA,5.50555493636915
"MC","L2",26,1,400,12.1025226560225,0.778836760415504,NA,NA,13.4929745940058
"MC","L2",27,NA,15,0,0.0326517986974827,NA,NA,NA
"MC","L2",27,NA,122,0,0.0848867321368864,NA,NA,NA
"MC","L2",29,NA,15,0,0.0144131941853802,NA,NA,1.96902141301358
"MC","L2",29,NA,126,0,0.0744794678318493,NA,NA,NA
"MC","L2",30,NA,15,0,0.0149091320498234,NA,NA,1.75342222760014
"MC","L2",30,NA,127,0,0.077260034630905,NA,NA,NA
"FK","36",1,19,5,0.00581223351156049,0.0387970490487637,NA,NA,NA
"FK","36",1,17,25,0.00804025635765868,0.0418491618332353,NA,NA,NA
"FK","36",1,15,45,0.012011949257225,0.0355884176599603,NA,NA,NA
"FK","36",1,11,75,0.00988079696965283,0.0319689249347856,NA,NA,NA
"FK","36",1,9,100,0.263536354470005,0.120855858090254,NA,NA,NA
"FK","36",1,5,125,1.44768206189193,0.192833482553962,NA,NA,NA
"FK","36",1,3,150,2.32193885258915,0.233506192837617,NA,NA,NA
"FK","36",1,1,175,4.01649553288461,0.362340569028292,NA,NA,NA
"FK","59",1,19,5,0.0083308680332367,0.0430719634295781,NA,NA,NA
"FK","59",1,15,25,0.0134650076351151,0.0478653456872418,NA,NA,NA
"FK","59",1,13,45,0.011333855347543,0.0451164876986632,NA,NA,NA
"FK","59",1,11,75,0.0155961599226873,0.0465447199631916,NA,NA,NA
"FK","59",1,9,100,0.117939905005415,0.114424882179372,NA,NA,NA
"FK","59",1,5,125,2.09492269868345,0.23644091666884,NA,NA,NA
"FK","59",1,3,150,2.57225237582036,0.260368698306075,NA,NA,NA
"FK","59",1,1,175,3.10106875481384,0.282780205963846,NA,NA,NA
"FK","72",1,24,5,0.007,0.057,NA,NA,NA
"FK","72",1,21,25,0.003,0.048,NA,NA,NA
"FK","72",1,17,45,0.004,0.046,NA,NA,NA
"FK","72",1,14,75,0.008,0.044,NA,NA,NA
"FK","72",1,13,100,0.01,0.04,NA,NA,NA
"FK","72",1,10,125,0.112,0.053,NA,NA,NA
"FK","72",1,4,150,1.685,0.21,NA,NA,NA
"FK","72",1,3,175,2.328,0.242,NA,NA,NA
"FK","73",1,24,5,0.0107115937755099,0.0444439052768927,NA,NA,NA
"FK","73",1,21,25,0.010171100511608,0.03874696072671,NA,NA,NA
"FK","73",1,17,45,0.00294814507582842,0.0392015556229045,NA,NA,NA
"FK","73",1,14,75,0.00864789222243002,0.0417840415225629,NA,NA,NA
"FK","73",1,13,100,0.0115960372982584,0.0394530336505866,NA,NA,NA
"FK","73",1,10,125,0.028,0.0783908975478962,NA,NA,NA
"FK","73",1,4,150,1.115,0.12624196989641,NA,NA,NA
"FK","73",1,3,175,1.724,0.222849148285838,NA,NA,NA
"FK","74",1,23,5,0.0112520870394118,0.0407491127163328,NA,NA,NA
"FK","74",1,18,25,0.0111046797856204,0.0354680741350089,NA,NA,NA
"FK","74",1,13,45,0.00702641243072439,0.0396271338235973,NA,NA,NA
"FK","74",1,11,75,0.0238799751142102,0.0439216047578607,NA,NA,NA
"FK","74",1,5,125,0.0449100766551195,0.0507598726644468,NA,NA,NA
"FK","74",1,3,150,0.130897641366782,0.0466588463668619,NA,NA,NA
"FK","74",1,1,175,1.05312655683717,0.144899705104054,NA,NA,NA
