"filename","polarity","samp_type","cruise","station","cast","depth","abs_depth","rosette","tripl","id","untripl","date_run","timestamp"
"180821_Smp_MS12C1DCM_A.mzML","neg","Smp","MT","12",1,"DCM",103.5,10,"A","MS12C1DCM_A","180821_Smp_MS12C1DCM",2018-08-21,2018-08-23 04:01:22
"180821_Smp_MS12C1DCM_A.mzML","pos","Smp","MT","12",1,"DCM",103.5,10,"A","MS12C1DCM_A","180821_Smp_MS12C1DCM",2018-08-21,2018-08-23 04:01:22
"180821_Smp_MS13C2175m_A.mzML","neg","Smp","MT","13",2,"175m",174.7,1,"A","MS13C2175m_A","180821_Smp_MS13C2175m",2018-08-21,2018-08-23 04:51:53
"180821_Smp_MS13C2175m_A.mzML","pos","Smp","MT","13",2,"175m",174.7,1,"A","MS13C2175m_A","180821_Smp_MS13C2175m",2018-08-21,2018-08-23 04:51:53
"180821_Smp_MS14C2175m_C.mzML","neg","Smp","MT","14",2,"175m",175.8,3,"C","MS14C2175m_C","180821_Smp_MS14C2175m",2018-08-21,2018-08-23 09:04:24
"180821_Smp_MS14C2175m_C.mzML","pos","Smp","MT","14",2,"175m",175.8,3,"C","MS14C2175m_C","180821_Smp_MS14C2175m",2018-08-21,2018-08-23 09:04:24
"180821_Smp_MS4C1175m_A.mzML","neg","Smp","MT","4",1,"175m",174.4,4,"A","MS4C1175m_A","180821_Smp_MS4C1175m",2018-08-21,2018-08-23 09:54:55
"180821_Smp_MS4C1175m_A.mzML","pos","Smp","MT","4",1,"175m",174.4,4,"A","MS4C1175m_A","180821_Smp_MS4C1175m",2018-08-21,2018-08-23 09:54:55
"180821_Smp_MS5C1175m_A.mzML","neg","Smp","MT","5",1,"175m",176.6,1,"A","MS5C1175m_A","180821_Smp_MS5C1175m",2018-08-21,2018-08-23 10:45:26
"180821_Smp_MS5C1175m_A.mzML","pos","Smp","MT","5",1,"175m",176.6,1,"A","MS5C1175m_A","180821_Smp_MS5C1175m",2018-08-21,2018-08-23 10:45:26
"180821_Smp_MS5C115m_B.mzML","neg","Smp","MT","5",1,"15m",15.2,20,"B","MS5C115m_B","180821_Smp_MS5C115m",2018-08-21,2018-08-23 17:01:15
"180821_Smp_MS5C115m_B.mzML","pos","Smp","MT","5",1,"15m",15.2,20,"B","MS5C115m_B","180821_Smp_MS5C115m",2018-08-21,2018-08-23 17:01:15
"180821_Smp_MS6C3DCM_B.mzML","neg","Smp","MT","6",3,"DCM",118.3,11,"B","MS6C3DCM_B","180821_Smp_MS6C3DCM",2018-08-21,2018-08-23 17:51:41
"180821_Smp_MS6C3DCM_B.mzML","pos","Smp","MT","6",3,"DCM",118.3,11,"B","MS6C3DCM_B","180821_Smp_MS6C3DCM",2018-08-21,2018-08-23 17:51:41
"180821_Smp_MS7C1175m_B.mzML","neg","Smp","MT","7",1,"175m",176.1,2,"B","MS7C1175m_B","180821_Smp_MS7C1175m",2018-08-21,2018-08-23 19:32:41
"180821_Smp_MS7C1175m_B.mzML","pos","Smp","MT","7",1,"175m",176.1,2,"B","MS7C1175m_B","180821_Smp_MS7C1175m",2018-08-21,2018-08-23 19:32:41
"180821_Smp_MS8C115m_B.mzML","neg","Smp","MT","8",1,"15m",15.1,21,"B","MS8C115m_B","180821_Smp_MS8C115m",2018-08-21,2018-08-23 20:23:11
"180821_Smp_MS8C115m_B.mzML","pos","Smp","MT","8",1,"15m",15.1,21,"B","MS8C115m_B","180821_Smp_MS8C115m",2018-08-21,2018-08-23 20:23:11
"180821_Smp_MS9C2DCM_B.mzML","neg","Smp","MT","9",2,"DCM",110.6,10,"B","MS9C2DCM_B","180821_Smp_MS9C2DCM",2018-08-21,2018-08-23 22:04:17
"180821_Smp_MS9C2DCM_B.mzML","pos","Smp","MT","9",2,"DCM",110.6,10,"B","MS9C2DCM_B","180821_Smp_MS9C2DCM",2018-08-21,2018-08-23 22:04:17
"180821_Smp_MS10C2175m_C.mzML","neg","Smp","MT","10",2,"175m",175,3,"C","MS10C2175m_C","180821_Smp_MS10C2175m",2018-08-21,2018-08-23 22:54:43
"180821_Smp_MS10C2175m_C.mzML","pos","Smp","MT","10",2,"175m",175,3,"C","MS10C2175m_C","180821_Smp_MS10C2175m",2018-08-21,2018-08-23 22:54:43
"180821_Smp_MS13C2175m_B.mzML","neg","Smp","MT","13",2,"175m",174.5,2,"B","MS13C2175m_B","180821_Smp_MS13C2175m",2018-08-21,2018-08-24 00:35:45
"180821_Smp_MS13C2175m_B.mzML","pos","Smp","MT","13",2,"175m",174.5,2,"B","MS13C2175m_B","180821_Smp_MS13C2175m",2018-08-21,2018-08-24 00:35:45
"180821_Smp_MS9C215m_C.mzML","neg","Smp","MT","9",2,"15m",15.5,19,"C","MS9C215m_C","180821_Smp_MS9C215m",2018-08-21,2018-08-24 01:26:13
"180821_Smp_MS9C215m_C.mzML","pos","Smp","MT","9",2,"15m",15.5,19,"C","MS9C215m_C","180821_Smp_MS9C215m",2018-08-21,2018-08-24 01:26:13
"180821_Smp_MS11C2175m_B.mzML","neg","Smp","MT","11",2,"175m",176,2,"B","MS11C2175m_B","180821_Smp_MS11C2175m",2018-08-21,2018-08-24 03:07:15
"180821_Smp_MS11C2175m_B.mzML","pos","Smp","MT","11",2,"175m",176,2,"B","MS11C2175m_B","180821_Smp_MS11C2175m",2018-08-21,2018-08-24 03:07:15
"180821_Smp_MS6C3DCM_A.mzML","neg","Smp","MT","6",3,"DCM",118.5,9,"A","MS6C3DCM_A","180821_Smp_MS6C3DCM",2018-08-21,2018-08-24 03:57:46
"180821_Smp_MS6C3DCM_A.mzML","pos","Smp","MT","6",3,"DCM",118.5,9,"A","MS6C3DCM_A","180821_Smp_MS6C3DCM",2018-08-21,2018-08-24 03:57:46
"180821_Smp_MS7C1175m_C.mzML","neg","Smp","MT","7",1,"175m",176.3,3,"C","MS7C1175m_C","180821_Smp_MS7C1175m",2018-08-21,2018-08-24 05:38:49
"180821_Smp_MS7C1175m_C.mzML","pos","Smp","MT","7",1,"175m",176.3,3,"C","MS7C1175m_C","180821_Smp_MS7C1175m",2018-08-21,2018-08-24 05:38:49
"180821_Smp_MS4C1DCM_A.mzML","neg","Smp","MT","4",1,"DCM",100.3,10,"A","MS4C1DCM_A","180821_Smp_MS4C1DCM",2018-08-21,2018-08-24 06:29:16
"180821_Smp_MS4C1DCM_A.mzML","pos","Smp","MT","4",1,"DCM",100.3,10,"A","MS4C1DCM_A","180821_Smp_MS4C1DCM",2018-08-21,2018-08-24 06:29:16
"180821_Smp_MS9C2175m_B.mzML","neg","Smp","MT","9",2,"175m",175.5,2,"B","MS9C2175m_B","180821_Smp_MS9C2175m",2018-08-21,2018-08-24 08:10:17
"180821_Smp_MS9C2175m_B.mzML","pos","Smp","MT","9",2,"175m",175.5,2,"B","MS9C2175m_B","180821_Smp_MS9C2175m",2018-08-21,2018-08-24 08:10:17
"180821_Smp_MS4C1175m_B.mzML","neg","Smp","MT","4",1,"175m",174.5,2,"B","MS4C1175m_B","180821_Smp_MS4C1175m",2018-08-21,2018-08-24 09:00:46
"180821_Smp_MS4C1175m_B.mzML","pos","Smp","MT","4",1,"175m",174.5,2,"B","MS4C1175m_B","180821_Smp_MS4C1175m",2018-08-21,2018-08-24 09:00:46
"180821_Smp_MS11C215m_A.mzML","neg","Smp","MT","11",2,"15m",15.7,22,"A","MS11C215m_A","180821_Smp_MS11C215m",2018-08-21,2018-08-24 10:41:47
"180821_Smp_MS11C215m_A.mzML","pos","Smp","MT","11",2,"15m",15.7,22,"A","MS11C215m_A","180821_Smp_MS11C215m",2018-08-21,2018-08-24 10:41:47
"180821_Smp_MS11C215m_C.mzML","neg","Smp","MT","11",2,"15m",15.7,22,"C","MS11C215m_C","180821_Smp_MS11C215m",2018-08-21,2018-08-24 11:32:18
"180821_Smp_MS11C215m_C.mzML","pos","Smp","MT","11",2,"15m",15.7,22,"C","MS11C215m_C","180821_Smp_MS11C215m",2018-08-21,2018-08-24 11:32:18
"180821_Smp_MS13C2DCM_A.mzML","neg","Smp","MT","13",2,"DCM",110,13,"A","MS13C2DCM_A","180821_Smp_MS13C2DCM",2018-08-21,2018-08-24 13:13:19
"180821_Smp_MS13C2DCM_A.mzML","pos","Smp","MT","13",2,"DCM",110,13,"A","MS13C2DCM_A","180821_Smp_MS13C2DCM",2018-08-21,2018-08-24 13:13:19
"180821_Smp_MS6C315m_A.mzML","neg","Smp","MT","6",3,"15m",15.2,20,"A","MS6C315m_A","180821_Smp_MS6C315m",2018-08-21,2018-08-24 14:03:50
"180821_Smp_MS6C315m_A.mzML","pos","Smp","MT","6",3,"15m",15.2,20,"A","MS6C315m_A","180821_Smp_MS6C315m",2018-08-21,2018-08-24 14:03:50
"180821_Smp_MS7C1DCM_B.mzML","neg","Smp","MT","7",1,"DCM",132.7,7,"B","MS7C1DCM_B","180821_Smp_MS7C1DCM",2018-08-21,2018-08-25 00:09:58
"180821_Smp_MS7C1DCM_B.mzML","pos","Smp","MT","7",1,"DCM",132.7,7,"B","MS7C1DCM_B","180821_Smp_MS7C1DCM",2018-08-21,2018-08-25 00:09:58
"180821_Smp_MS7C1175m_A.mzML","neg","Smp","MT","7",1,"175m",175.7,1,"A","MS7C1175m_A","180821_Smp_MS7C1175m",2018-08-21,2018-08-25 01:00:25
"180821_Smp_MS7C1175m_A.mzML","pos","Smp","MT","7",1,"175m",175.7,1,"A","MS7C1175m_A","180821_Smp_MS7C1175m",2018-08-21,2018-08-25 01:00:25
"180821_Smp_MS13C2175m_C.mzML","neg","Smp","MT","13",2,"175m",175.3,3,"C","MS13C2175m_C","180821_Smp_MS13C2175m",2018-08-21,2018-08-25 02:41:26
"180821_Smp_MS13C2175m_C.mzML","pos","Smp","MT","13",2,"175m",175.3,3,"C","MS13C2175m_C","180821_Smp_MS13C2175m",2018-08-21,2018-08-25 02:41:26
"180821_Smp_MS5C115m_C.mzML","neg","Smp","MT","5",1,"15m",14.7,19,"C","MS5C115m_C","180821_Smp_MS5C115m",2018-08-21,2018-08-25 03:31:55
"180821_Smp_MS5C115m_C.mzML","pos","Smp","MT","5",1,"15m",14.7,19,"C","MS5C115m_C","180821_Smp_MS5C115m",2018-08-21,2018-08-25 03:31:55
"180821_Smp_MS13C2DCM_B.mzML","neg","Smp","MT","13",2,"DCM",109.6,11,"B","MS13C2DCM_B","180821_Smp_MS13C2DCM",2018-08-21,2018-08-25 05:12:58
"180821_Smp_MS13C2DCM_B.mzML","pos","Smp","MT","13",2,"DCM",109.6,11,"B","MS13C2DCM_B","180821_Smp_MS13C2DCM",2018-08-21,2018-08-25 05:12:58
"180821_Smp_MS5C1175m_B.mzML","neg","Smp","MT","5",1,"175m",176.3,2,"B","MS5C1175m_B","180821_Smp_MS5C1175m",2018-08-21,2018-08-25 06:03:27
"180821_Smp_MS5C1175m_B.mzML","pos","Smp","MT","5",1,"175m",176.3,2,"B","MS5C1175m_B","180821_Smp_MS5C1175m",2018-08-21,2018-08-25 06:03:27
"180821_Smp_MS6C315m_C.mzML","neg","Smp","MT","6",3,"15m",15.7,19,"C","MS6C315m_C","180821_Smp_MS6C315m",2018-08-21,2018-08-25 07:44:28
"180821_Smp_MS6C315m_C.mzML","pos","Smp","MT","6",3,"15m",15.7,19,"C","MS6C315m_C","180821_Smp_MS6C315m",2018-08-21,2018-08-25 07:44:28
"180821_Smp_MS11C2175m_C.mzML","neg","Smp","MT","11",2,"175m",175.1,3,"C","MS11C2175m_C","180821_Smp_MS11C2175m",2018-08-21,2018-08-25 08:34:57
"180821_Smp_MS11C2175m_C.mzML","pos","Smp","MT","11",2,"175m",175.1,3,"C","MS11C2175m_C","180821_Smp_MS11C2175m",2018-08-21,2018-08-25 08:34:57
"180821_Smp_MS14C2DCM_C.mzML","neg","Smp","MT","14",2,"DCM",104.9,9,"C","MS14C2DCM_C","180821_Smp_MS14C2DCM",2018-08-21,2018-08-25 10:15:58
"180821_Smp_MS14C2DCM_C.mzML","pos","Smp","MT","14",2,"DCM",104.9,9,"C","MS14C2DCM_C","180821_Smp_MS14C2DCM",2018-08-21,2018-08-25 10:15:58
"180821_Smp_MS8C115m_A.mzML","neg","Smp","MT","8",1,"15m",16.1,20,"A","MS8C115m_A","180821_Smp_MS8C115m",2018-08-21,2018-08-25 11:06:29
"180821_Smp_MS8C115m_A.mzML","pos","Smp","MT","8",1,"15m",16.1,20,"A","MS8C115m_A","180821_Smp_MS8C115m",2018-08-21,2018-08-25 11:06:29
"180821_Smp_MS7C115m_C.mzML","neg","Smp","MT","7",1,"15m",14.5,19,"C","MS7C115m_C","180821_Smp_MS7C115m",2018-08-21,2018-08-25 12:47:31
"180821_Smp_MS7C115m_C.mzML","pos","Smp","MT","7",1,"15m",14.5,19,"C","MS7C115m_C","180821_Smp_MS7C115m",2018-08-21,2018-08-25 12:47:31
"180821_Smp_MS14C215m_B.mzML","neg","Smp","MT","14",2,"15m",15,21,"B","MS14C215m_B","180821_Smp_MS14C215m",2018-08-21,2018-08-25 13:38:01
"180821_Smp_MS14C215m_B.mzML","pos","Smp","MT","14",2,"15m",15,21,"B","MS14C215m_B","180821_Smp_MS14C215m",2018-08-21,2018-08-25 13:38:01
"180821_Smp_MS6C315m_B.mzML","neg","Smp","MT","6",3,"15m",15.2,21,"B","MS6C315m_B","180821_Smp_MS6C315m",2018-08-21,2018-08-25 17:50:31
"180821_Smp_MS6C315m_B.mzML","pos","Smp","MT","6",3,"15m",15.2,21,"B","MS6C315m_B","180821_Smp_MS6C315m",2018-08-21,2018-08-25 17:50:31
"180821_Smp_MS9C215m_A.mzML","neg","Smp","MT","9",2,"15m",15.1,20,"A","MS9C215m_A","180821_Smp_MS9C215m",2018-08-21,2018-08-25 18:41:03
"180821_Smp_MS9C215m_A.mzML","pos","Smp","MT","9",2,"15m",15.1,20,"A","MS9C215m_A","180821_Smp_MS9C215m",2018-08-21,2018-08-25 18:41:03
"180821_Smp_MS14C2175m_A.mzML","neg","Smp","MT","14",2,"175m",175.6,1,"A","MS14C2175m_A","180821_Smp_MS14C2175m",2018-08-21,2018-08-25 20:22:03
"180821_Smp_MS14C2175m_A.mzML","pos","Smp","MT","14",2,"175m",175.6,1,"A","MS14C2175m_A","180821_Smp_MS14C2175m",2018-08-21,2018-08-25 20:22:03
"180821_Smp_MS7C1DCM_A.mzML","neg","Smp","MT","7",1,"DCM",133.5,9,"A","MS7C1DCM_A","180821_Smp_MS7C1DCM",2018-08-21,2018-08-25 21:12:33
"180821_Smp_MS7C1DCM_A.mzML","pos","Smp","MT","7",1,"DCM",133.5,9,"A","MS7C1DCM_A","180821_Smp_MS7C1DCM",2018-08-21,2018-08-25 21:12:33
"180821_Smp_MS14C215m_C.mzML","neg","Smp","MT","14",2,"15m",15.3,19,"C","MS14C215m_C","180821_Smp_MS14C215m",2018-08-21,2018-08-25 22:53:35
"180821_Smp_MS14C215m_C.mzML","pos","Smp","MT","14",2,"15m",15.3,19,"C","MS14C215m_C","180821_Smp_MS14C215m",2018-08-21,2018-08-25 22:53:35
"180821_Smp_MS7C115m_A.mzML","neg","Smp","MT","7",1,"15m",15.7,20,"A","MS7C115m_A","180821_Smp_MS7C115m",2018-08-21,2018-08-25 23:44:04
"180821_Smp_MS7C115m_A.mzML","pos","Smp","MT","7",1,"15m",15.7,20,"A","MS7C115m_A","180821_Smp_MS7C115m",2018-08-21,2018-08-25 23:44:04
"180821_Smp_MS13C2DCM_C.mzML","neg","Smp","MT","13",2,"DCM",109.1,12,"C","MS13C2DCM_C","180821_Smp_MS13C2DCM",2018-08-21,2018-08-26 01:25:05
"180821_Smp_MS13C2DCM_C.mzML","pos","Smp","MT","13",2,"DCM",109.1,12,"C","MS13C2DCM_C","180821_Smp_MS13C2DCM",2018-08-21,2018-08-26 01:25:05
"180821_Smp_MS4C1DCM_C.mzML","neg","Smp","MT","4",1,"DCM",102.3,12,"C","MS4C1DCM_C","180821_Smp_MS4C1DCM",2018-08-21,2018-08-26 02:15:36
"180821_Smp_MS4C1DCM_C.mzML","pos","Smp","MT","4",1,"DCM",102.3,12,"C","MS4C1DCM_C","180821_Smp_MS4C1DCM",2018-08-21,2018-08-26 02:15:36
"180821_Smp_MS10C215m_C.mzML","neg","Smp","MT","10",2,"15m",16.3,19,"C","MS10C215m_C","180821_Smp_MS10C215m",2018-08-21,2018-08-26 03:56:35
"180821_Smp_MS10C215m_C.mzML","pos","Smp","MT","10",2,"15m",16.3,19,"C","MS10C215m_C","180821_Smp_MS10C215m",2018-08-21,2018-08-26 03:56:35
"180821_Smp_MS12C1175m_C.mzML","neg","Smp","MT","12",1,"175m",175.4,3,"C","MS12C1175m_C","180821_Smp_MS12C1175m",2018-08-21,2018-08-26 04:47:08
"180821_Smp_MS12C1175m_C.mzML","pos","Smp","MT","12",1,"175m",175.4,3,"C","MS12C1175m_C","180821_Smp_MS12C1175m",2018-08-21,2018-08-26 04:47:08
"180821_Std_H2OInMatrix_2.mzML","neg","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-27 20:22:29
"180821_Std_H2OInMatrix_2.mzML","pos","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-27 20:22:29
"180821_Std_4uMStdsMix1InMatrix_2.mzML","neg","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-27 21:13:00
"180821_Std_4uMStdsMix1InMatrix_2.mzML","pos","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-27 21:13:00
"180821_Std_4uMStdsMix2InMatrix_2.mzML","neg","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-27 22:03:33
"180821_Std_4uMStdsMix2InMatrix_2.mzML","pos","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-27 22:03:33
"180821_Std_4uMStdsMix1InH2O_2.mzML","neg","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-27 23:44:32
"180821_Std_4uMStdsMix1InH2O_2.mzML","pos","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-27 23:44:32
"180821_Std_4uMStdsMix2InH2O_2.mzML","neg","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-28 00:35:01
"180821_Std_4uMStdsMix2InH2O_2.mzML","pos","Std","MT",NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,2018-08-28 00:35:01
"180821_Smp_MS11C2175m_A.mzML","neg","Smp","MT","11",2,"175m",175.9,1,"A","MS11C2175m_A","180821_Smp_MS11C2175m",2018-08-21,2018-08-28 02:16:04
"180821_Smp_MS11C2175m_A.mzML","pos","Smp","MT","11",2,"175m",175.9,1,"A","MS11C2175m_A","180821_Smp_MS11C2175m",2018-08-21,2018-08-28 02:16:04
"180821_Smp_MS5C1DCM_A.mzML","neg","Smp","MT","5",1,"DCM",123.4,9,"A","MS5C1DCM_A","180821_Smp_MS5C1DCM",2018-08-21,2018-08-28 03:06:33
"180821_Smp_MS5C1DCM_A.mzML","pos","Smp","MT","5",1,"DCM",123.4,9,"A","MS5C1DCM_A","180821_Smp_MS5C1DCM",2018-08-21,2018-08-28 03:06:33
"180821_Smp_MS6C3DCM_C.mzML","neg","Smp","MT","6",3,"DCM",118.6,10,"C","MS6C3DCM_C","180821_Smp_MS6C3DCM",2018-08-21,2018-08-28 04:47:32
"180821_Smp_MS6C3DCM_C.mzML","pos","Smp","MT","6",3,"DCM",118.6,10,"C","MS6C3DCM_C","180821_Smp_MS6C3DCM",2018-08-21,2018-08-28 04:47:32
"180821_Smp_MS12C115m_C.mzML","neg","Smp","MT","12",1,"15m",15.4,19,"C","MS12C115m_C","180821_Smp_MS12C115m",2018-08-21,2018-08-28 05:38:03
"180821_Smp_MS12C115m_C.mzML","pos","Smp","MT","12",1,"15m",15.4,19,"C","MS12C115m_C","180821_Smp_MS12C115m",2018-08-21,2018-08-28 05:38:03
"180821_Smp_MS4C1175m_C.mzML","neg","Smp","MT","4",1,"175m",174.6,3,"C","MS4C1175m_C","180821_Smp_MS4C1175m",2018-08-21,2018-08-28 07:19:06
"180821_Smp_MS4C1175m_C.mzML","pos","Smp","MT","4",1,"175m",174.6,3,"C","MS4C1175m_C","180821_Smp_MS4C1175m",2018-08-21,2018-08-28 07:19:06
"180821_Smp_MS13C315m_A.mzML","neg","Smp","MT","13",3,"15m",15.3,1,"A","MS13C315m_A","180821_Smp_MS13C315m",2018-08-21,2018-08-28 08:09:35
"180821_Smp_MS13C315m_A.mzML","pos","Smp","MT","13",3,"15m",15.3,1,"A","MS13C315m_A","180821_Smp_MS13C315m",2018-08-21,2018-08-28 08:09:35
"180821_Smp_MS13C315m_C.mzML","neg","Smp","MT","13",3,"15m",15.3,1,"C","MS13C315m_C","180821_Smp_MS13C315m",2018-08-21,2018-08-28 09:50:34
"180821_Smp_MS13C315m_C.mzML","pos","Smp","MT","13",3,"15m",15.3,1,"C","MS13C315m_C","180821_Smp_MS13C315m",2018-08-21,2018-08-28 09:50:34
"180821_Smp_MS7C1DCM_C.mzML","neg","Smp","MT","7",1,"DCM",133.4,8,"C","MS7C1DCM_C","180821_Smp_MS7C1DCM",2018-08-21,2018-08-28 10:41:05
"180821_Smp_MS7C1DCM_C.mzML","pos","Smp","MT","7",1,"DCM",133.4,8,"C","MS7C1DCM_C","180821_Smp_MS7C1DCM",2018-08-21,2018-08-28 10:41:05
"180821_Smp_MS5C115m_A.mzML","neg","Smp","MT","5",1,"15m",15.1,21,"A","MS5C115m_A","180821_Smp_MS5C115m",2018-08-21,2018-08-28 12:22:06
"180821_Smp_MS5C115m_A.mzML","pos","Smp","MT","5",1,"15m",15.1,21,"A","MS5C115m_A","180821_Smp_MS5C115m",2018-08-21,2018-08-28 12:22:06
"180821_Smp_MS12C1DCM_C.mzML","neg","Smp","MT","12",1,"DCM",102.3,9,"C","MS12C1DCM_C","180821_Smp_MS12C1DCM",2018-08-21,2018-08-28 13:12:35
"180821_Smp_MS12C1DCM_C.mzML","pos","Smp","MT","12",1,"DCM",102.3,9,"C","MS12C1DCM_C","180821_Smp_MS12C1DCM",2018-08-21,2018-08-28 13:12:35
"180821_Smp_MS11C2DCM_A.mzML","neg","Smp","MT","11",2,"DCM",111,10,"A","MS11C2DCM_A","180821_Smp_MS11C2DCM",2018-08-21,2018-08-28 14:53:36
"180821_Smp_MS11C2DCM_A.mzML","pos","Smp","MT","11",2,"DCM",111,10,"A","MS11C2DCM_A","180821_Smp_MS11C2DCM",2018-08-21,2018-08-28 14:53:36
"180821_Smp_MS12C1DCM_B.mzML","neg","Smp","MT","12",1,"DCM",103.9,11,"B","MS12C1DCM_B","180821_Smp_MS12C1DCM",2018-08-21,2018-08-28 15:44:07
"180821_Smp_MS12C1DCM_B.mzML","pos","Smp","MT","12",1,"DCM",103.9,11,"B","MS12C1DCM_B","180821_Smp_MS12C1DCM",2018-08-21,2018-08-28 15:44:07
"180821_Smp_MS11C2DCM_C.mzML","neg","Smp","MT","11",2,"DCM",110.6,9,"C","MS11C2DCM_C","180821_Smp_MS11C2DCM",2018-08-21,2018-08-29 00:09:14
"180821_Smp_MS11C2DCM_C.mzML","pos","Smp","MT","11",2,"DCM",110.6,9,"C","MS11C2DCM_C","180821_Smp_MS11C2DCM",2018-08-21,2018-08-29 00:09:14
"180821_Smp_MS8C1175m_B.mzML","neg","Smp","MT","8",1,"175m",176.7,2,"B","MS8C1175m_B","180821_Smp_MS8C1175m",2018-08-21,2018-08-29 00:59:45
"180821_Smp_MS8C1175m_B.mzML","pos","Smp","MT","8",1,"175m",176.7,2,"B","MS8C1175m_B","180821_Smp_MS8C1175m",2018-08-21,2018-08-29 00:59:45
"180821_Smp_MS12C115m_A.mzML","neg","Smp","MT","12",1,"15m",15.3,20,"A","MS12C115m_A","180821_Smp_MS12C115m",2018-08-21,2018-08-29 02:40:44
"180821_Smp_MS12C115m_A.mzML","pos","Smp","MT","12",1,"15m",15.3,20,"A","MS12C115m_A","180821_Smp_MS12C115m",2018-08-21,2018-08-29 02:40:44
"180821_Smp_MS10C2175m_B.mzML","neg","Smp","MT","10",2,"175m",175.6,2,"B","MS10C2175m_B","180821_Smp_MS10C2175m",2018-08-21,2018-08-29 03:31:15
"180821_Smp_MS10C2175m_B.mzML","pos","Smp","MT","10",2,"175m",175.6,2,"B","MS10C2175m_B","180821_Smp_MS10C2175m",2018-08-21,2018-08-29 03:31:15
"180821_Smp_MS10C2DCM_A.mzML","neg","Smp","MT","10",2,"DCM",110.5,11,"A","MS10C2DCM_A","180821_Smp_MS10C2DCM",2018-08-21,2018-08-29 05:12:18
"180821_Smp_MS10C2DCM_A.mzML","pos","Smp","MT","10",2,"DCM",110.5,11,"A","MS10C2DCM_A","180821_Smp_MS10C2DCM",2018-08-21,2018-08-29 05:12:18
"180821_Smp_MS14C2175m_B.mzML","neg","Smp","MT","14",2,"175m",175.2,2,"B","MS14C2175m_B","180821_Smp_MS14C2175m",2018-08-21,2018-08-29 06:02:47
"180821_Smp_MS14C2175m_B.mzML","pos","Smp","MT","14",2,"175m",175.2,2,"B","MS14C2175m_B","180821_Smp_MS14C2175m",2018-08-21,2018-08-29 06:02:47
"180821_Smp_MS10C2DCM_C.mzML","neg","Smp","MT","10",2,"DCM",110.4,13,"C","MS10C2DCM_C","180821_Smp_MS10C2DCM",2018-08-21,2018-08-29 07:43:46
"180821_Smp_MS10C2DCM_C.mzML","pos","Smp","MT","10",2,"DCM",110.4,13,"C","MS10C2DCM_C","180821_Smp_MS10C2DCM",2018-08-21,2018-08-29 07:43:46
"180821_Smp_MS6C3175m_B.mzML","neg","Smp","MT","6",3,"175m",175.8,2,"B","MS6C3175m_B","180821_Smp_MS6C3175m",2018-08-21,2018-08-29 08:34:17
"180821_Smp_MS6C3175m_B.mzML","pos","Smp","MT","6",3,"175m",175.8,2,"B","MS6C3175m_B","180821_Smp_MS6C3175m",2018-08-21,2018-08-29 08:34:17
